batch,batch_index,type,priority,name,slug,source_id,route,save_folder,filename,dimensions,format,prompt,notes
2,253,afrostream-avatar,82,Werrason avatar,werrason,werrason,/tools/afrostream/creator.html?slug=werrason,/assets/img/afrostream/creators/,werrason-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/werrason_officiel. Backup reference: https://youtube.com/@werrasonofficiel1423. Create a close AfroStream cartoon avatar for Werrason, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CD; Music, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/werrason_officiel; backup: https://youtube.com/@werrasonofficiel1423. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,254,afrostream-avatar,82,JB Mpiana avatar,jb-mpiana,jb-mpiana,/tools/afrostream/creator.html?slug=jb-mpiana,/assets/img/afrostream/creators/,jb-mpiana-avatar.webp,400x400,WebP,"Check reference first: https://www.google.com/search?tbm=isch&q=JB%20Mpiana%20CD%20official%20profile%20portrait. Create a close AfroStream cartoon avatar for JB Mpiana, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CD; Music, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://www.google.com/search?tbm=isch&q=JB%20Mpiana%20CD%20official%20profile%20portrait. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,255,afrostream-avatar,82,Celine Banza avatar,celine-banza,celine-banza,/tools/afrostream/creator.html?slug=celine-banza,/assets/img/afrostream/creators/,celine-banza-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/celinebanza. Backup reference: https://youtube.com/@CelineBanza. Create a close AfroStream cartoon avatar for Celine Banza, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CD; Music, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/celinebanza; backup: https://youtube.com/@CelineBanza. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,256,afrostream-avatar,82,Mbilia Bel avatar,mbilia-bel,mbilia-bel,/tools/afrostream/creator.html?slug=mbilia-bel,/assets/img/afrostream/creators/,mbilia-bel-avatar.webp,400x400,WebP,"Check reference first: https://www.google.com/search?tbm=isch&q=Mbilia%20Bel%20CD%20official%20profile%20portrait. Create a close AfroStream cartoon avatar for Mbilia Bel, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CD; Music, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://www.google.com/search?tbm=isch&q=Mbilia%20Bel%20CD%20official%20profile%20portrait. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,257,afrostream-avatar,82,Lava Lava CD avatar,sephora-lukau,sephora-lukau,/tools/afrostream/creator.html?slug=sephora-lukau,/assets/img/afrostream/creators/,sephora-lukau-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/sephoralukau. Backup reference: https://tiktok.com/@sephoralukau. Create a close AfroStream cartoon avatar for Lava Lava CD, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CD; Comedy, Entertainment; tiktok. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/sephoralukau; backup: https://tiktok.com/@sephoralukau. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,258,afrostream-avatar,82,Kocee avatar,kocee,kocee,/tools/afrostream/creator.html?slug=kocee,/assets/img/afrostream/creators/,kocee-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/kocee_official. Backup reference: https://youtube.com/@Kocee. Create a close AfroStream cartoon avatar for Kocee, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CM; Music, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/kocee_official; backup: https://youtube.com/@Kocee. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,259,afrostream-avatar,82,Maahlox avatar,maahlox,maahlox,/tools/afrostream/creator.html?slug=maahlox,/assets/img/afrostream/creators/,maahlox-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/maahlox. Backup reference: https://youtube.com/@Maahlox. Create a close AfroStream cartoon avatar for Maahlox, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CM; Music, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/maahlox; backup: https://youtube.com/@Maahlox. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,260,afrostream-avatar,82,Emy Dany Bassong avatar,emy-dany-bassong,emy-dany-bassong,/tools/afrostream/creator.html?slug=emy-dany-bassong,/assets/img/afrostream/creators/,emy-dany-bassong-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/emydanybassong. Backup reference: https://tiktok.com/@emydanybassong. Create a close AfroStream cartoon avatar for Emy Dany Bassong, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CM; Entertainment, Food, Lifestyle; tiktok. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/emydanybassong; backup: https://tiktok.com/@emydanybassong. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,261,afrostream-avatar,82,Stephane Matala avatar,stephane-matala,stephane-matala,/tools/afrostream/creator.html?slug=stephane-matala,/assets/img/afrostream/creators/,stephane-matala-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/stephanematala. Backup reference: https://www.google.com/search?tbm=isch&q=Stephane%20Matala%20CM%20official%20profile%20portrait. Create a close AfroStream cartoon avatar for Stephane Matala, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CM; Fitness, Motivation; instagram. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/stephanematala; backup: https://www.google.com/search?tbm=isch&q=Stephane%20Matala%20CM%20official%20profile%20portrait. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,262,afrostream-avatar,82,Bop Dylan avatar,bop-dylan,bop-dylan,/tools/afrostream/creator.html?slug=bop-dylan,/assets/img/afrostream/creators/,bop-dylan-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/bopdylan. Backup reference: https://tiktok.com/@bopdylan. Create a close AfroStream cartoon avatar for Bop Dylan, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CM; Music, Lifestyle; tiktok. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/bopdylan; backup: https://tiktok.com/@bopdylan. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,263,afrostream-avatar,82,Didi B avatar,didi-b,didi-b,/tools/afrostream/creator.html?slug=didi-b,/assets/img/afrostream/creators/,didi-b-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/didib_officiel. Backup reference: https://youtube.com/@DidiB. Create a close AfroStream cartoon avatar for Didi B, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CI; Music, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/didib_officiel; backup: https://youtube.com/@DidiB. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,264,afrostream-avatar,82,Josey avatar,josey,josey,/tools/afrostream/creator.html?slug=josey,/assets/img/afrostream/creators/,josey-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/josey_officiel. Backup reference: https://youtube.com/@joseymusic. Create a close AfroStream cartoon avatar for Josey, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CI; Music, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/josey_officiel; backup: https://youtube.com/@joseymusic. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,265,afrostream-avatar,82,Tenor Diana Show avatar,tenor-diana-show,tenor-diana-show,/tools/afrostream/creator.html?slug=tenor-diana-show,/assets/img/afrostream/creators/,tenor-diana-show-avatar.webp,400x400,WebP,"Check reference first: https://youtube.com/@TenorOfficiel. Backup reference: https://www.google.com/search?tbm=isch&q=Tenor%20Diana%20Show%20CI%20official%20profile%20portrait. Create a close AfroStream cartoon avatar for Tenor Diana Show, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CI; Entertainment, Lifestyle; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://youtube.com/@TenorOfficiel; backup: https://www.google.com/search?tbm=isch&q=Tenor%20Diana%20Show%20CI%20official%20profile%20portrait. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,266,afrostream-avatar,82,Yode et Siro avatar,yode-et-siro,yode-et-siro,/tools/afrostream/creator.html?slug=yode-et-siro,/assets/img/afrostream/creators/,yode-et-siro-avatar.webp,400x400,WebP,"Check reference first: https://youtube.com/@YodeSiro. Backup reference: https://www.google.com/search?tbm=isch&q=Yode%20et%20Siro%20CI%20official%20profile%20portrait. Create a close AfroStream cartoon avatar for Yode et Siro, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CI; Music, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://youtube.com/@YodeSiro; backup: https://www.google.com/search?tbm=isch&q=Yode%20et%20Siro%20CI%20official%20profile%20portrait. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,267,afrostream-avatar,82,Bebe Cool avatar,bebe-cool,bebe-cool,/tools/afrostream/creator.html?slug=bebe-cool,/assets/img/afrostream/creators/,bebe-cool-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/bebecoolug. Backup reference: https://youtube.com/@BebeCool. Create a close AfroStream cartoon avatar for Bebe Cool, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: UG; Music, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/bebecoolug; backup: https://youtube.com/@BebeCool. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,268,afrostream-avatar,82,Idris Sultan avatar,idris-sultan,idris-sultan,/tools/afrostream/creator.html?slug=idris-sultan,/assets/img/afrostream/creators/,idris-sultan-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/idrissultan. Backup reference: https://youtube.com/@idrisssultan. Create a close AfroStream cartoon avatar for Idris Sultan, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: UG; Comedy, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/idrissultan; backup: https://youtube.com/@idrisssultan. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,269,afrostream-avatar,82,Pallaso avatar,pallaso,pallaso,/tools/afrostream/creator.html?slug=pallaso,/assets/img/afrostream/creators/,pallaso-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/pallaso. Backup reference: https://youtube.com/@PallasoMusic. Create a close AfroStream cartoon avatar for Pallaso, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: UG; Music, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/pallaso; backup: https://youtube.com/@PallasoMusic. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,270,afrostream-avatar,82,Fik Fameica avatar,fik-fameica,fik-fameica,/tools/afrostream/creator.html?slug=fik-fameica,/assets/img/afrostream/creators/,fik-fameica-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/fikfameica. Backup reference: https://youtube.com/@FikFameica. Create a close AfroStream cartoon avatar for Fik Fameica, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: UG; Music, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/fikfameica; backup: https://youtube.com/@FikFameica. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,271,afrostream-avatar,82,Andafta avatar,andafta,andafta,/tools/afrostream/creator.html?slug=andafta,/assets/img/afrostream/creators/,andafta-avatar.webp,400x400,WebP,"Check reference first: https://youtube.com/@Andafta. Backup reference: https://www.google.com/search?tbm=isch&q=Andafta%20ET%20official%20profile%20portrait. Create a close AfroStream cartoon avatar for Andafta, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: ET; Tech, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://youtube.com/@Andafta; backup: https://www.google.com/search?tbm=isch&q=Andafta%20ET%20official%20profile%20portrait. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,272,afrostream-avatar,82,Oussama BL avatar,oussama-bl,oussama-bl,/tools/afrostream/creator.html?slug=oussama-bl,/assets/img/afrostream/creators/,oussama-bl-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/oussamabl. Backup reference: https://youtube.com/@OussamaBL. Create a close AfroStream cartoon avatar for Oussama BL, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: MA; Food, Travel, Comedy; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/oussamabl; backup: https://youtube.com/@OussamaBL. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,273,afrostream-avatar,82,Sekrane Khaled avatar,sekrane-khaled,sekrane-khaled,/tools/afrostream/creator.html?slug=sekrane-khaled,/assets/img/afrostream/creators/,sekrane-khaled-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/sekranekhaled. Backup reference: https://youtube.com/@SekraneKhaled. Create a close AfroStream cartoon avatar for Sekrane Khaled, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: DZ; Music, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/sekranekhaled; backup: https://youtube.com/@SekraneKhaled. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,274,afrostream-avatar,82,Samy Samos avatar,samy-samos,samy-samos,/tools/afrostream/creator.html?slug=samy-samos,/assets/img/afrostream/creators/,samy-samos-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/samy_samos. Backup reference: https://youtube.com/@SamySamos. Create a close AfroStream cartoon avatar for Samy Samos, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: DZ; Comedy, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/samy_samos; backup: https://youtube.com/@SamySamos. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,275,afrostream-avatar,82,Cobra Ridouan avatar,cobra-ridouan,cobra-ridouan,/tools/afrostream/creator.html?slug=cobra-ridouan,/assets/img/afrostream/creators/,cobra-ridouan-avatar.webp,400x400,WebP,"Check reference first: https://www.google.com/search?tbm=isch&q=Cobra%20Ridouan%20DZ%20official%20profile%20portrait. Create a close AfroStream cartoon avatar for Cobra Ridouan, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: DZ; Comedy, Entertainment; search. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://www.google.com/search?tbm=isch&q=Cobra%20Ridouan%20DZ%20official%20profile%20portrait. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,276,afrostream-avatar,82,Rophnan avatar,rophnan,rophnan,/tools/afrostream/creator.html?slug=rophnan,/assets/img/afrostream/creators/,rophnan-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/rophnan. Backup reference: https://youtube.com/@Rophnan. Create a close AfroStream cartoon avatar for Rophnan, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: ET; Music, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/rophnan; backup: https://youtube.com/@Rophnan. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,277,afrostream-avatar,82,Mosty Le Vrai avatar,mosty-le-vrai,mosty-le-vrai,/tools/afrostream/creator.html?slug=mosty-le-vrai,/assets/img/afrostream/creators/,mosty-le-vrai-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/mostylevrai. Backup reference: https://tiktok.com/@mostylevrai. Create a close AfroStream cartoon avatar for Mosty Le Vrai, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CI; Comedy, Entertainment; tiktok. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/mostylevrai; backup: https://tiktok.com/@mostylevrai. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,278,afrostream-avatar,82,Emma Lohoues avatar,emma-lohoues,emma-lohoues,/tools/afrostream/creator.html?slug=emma-lohoues,/assets/img/afrostream/creators/,emma-lohoues-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/emmalohoues. Backup reference: https://youtube.com/@Emmalohouesofficiel-UDM. Create a close AfroStream cartoon avatar for Emma Lohoues, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CI; Lifestyle, Entertainment, Beauty; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/emmalohoues; backup: https://youtube.com/@Emmalohouesofficiel-UDM. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
2,279,afrostream-avatar,82,Spice Diana avatar,spice-diana,spice-diana,/tools/afrostream/creator.html?slug=spice-diana,/assets/img/afrostream/creators/,spice-diana-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/spice_diana. Backup reference: https://youtube.com/@SpiceDiana. Create a close AfroStream cartoon avatar for Spice Diana, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: UG; Music, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/spice_diana; backup: https://youtube.com/@SpiceDiana. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
