batch_index,type,priority,name,slug,source_id,route,save_folder,filename,dimensions,format,prompt,notes
270,afrostream-avatar,590,Flenn,flenn,flenn,/tools/afrostream/creator/flenn/,/assets/img/afrostream/creators/,flenn-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Flenn from DZ. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, rap, algerian, hiphop, conscious. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=2000000."
271,afrostream-avatar,590,Hope Music Ethiopia,hope-music-ethiopia,hope-music-ethiopia,/tools/afrostream/creator/hope-music-ethiopia/,/assets/img/afrostream/creators/,hope-music-ethiopia-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Hope Music Ethiopia from ET. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, ethiopian, production, entertainment. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=2000000."
272,afrostream-avatar,589,Steve Mweusi,steve-mweusi,steve-mweusi,/tools/afrostream/creator/steve-mweusi/,/assets/img/afrostream/creators/,steve-mweusi-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Steve Mweusi from TZ. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: entertainment, comedy, tanzanian. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1970000."
273,afrostream-avatar,588,STYLUPAFRICA,stylupafrica,stylupafrica,/tools/afrostream/creator/stylupafrica/,/assets/img/afrostream/creators/,stylupafrica-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for STYLUPAFRICA from GH. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: lifestyle, vlogging, ghanaian, youth-culture, trends. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1900000."
274,afrostream-avatar,586,Anton Koen,anton-koen,anton-koen,/tools/afrostream/creator/anton-koen/,/assets/img/afrostream/creators/,anton-koen-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Anton Koen from ZA. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: vehicle-recovery, south-african, crime, nojack. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1800000."
275,afrostream-avatar,586,Sauti Sol,sauti-sol,sauti-sol,/tools/afrostream/creator/sauti-sol/,/assets/img/afrostream/creators/,sauti-sol-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Sauti Sol from KE. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, afropop, kenyan, band, east-african. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1800000."
276,afrostream-avatar,586,Wode Maya,wode-maya,wode-maya,/tools/afrostream/creator/wode-maya/,/assets/img/afrostream/creators/,wode-maya-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Wode Maya from GH. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: travel, pan-african, ghanaian, vlogging, africa. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1800000."
277,afrostream-avatar,580,Abel Birhanu,abel-birhanu,abel-birhanu,/tools/afrostream/creator/abel-birhanu/,/assets/img/afrostream/creators/,abel-birhanu-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Abel Birhanu from ET. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: news, travel, ethiopian, vlogging, journalist. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1500000."
278,afrostream-avatar,580,Choumicha,choumicha,choumicha,/tools/afrostream/creator/choumicha/,/assets/img/afrostream/creators/,choumicha-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Choumicha from MA. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: food, cooking, moroccan, chef, traditional. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1500000."
279,afrostream-avatar,580,Innoss'B,innossb,innossb,/tools/afrostream/creator/innossb/,/assets/img/afrostream/creators/,innossb-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Innoss'B from CD. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, afrobeats, congolese, yope, dance. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1500000."
280,afrostream-avatar,580,L7or,l7or,l7or,/tools/afrostream/creator/l7or/,/assets/img/afrostream/creators/,l7or-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for L7or from MA. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, rap, moroccan, hiphop, conscious. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1500000."
281,afrostream-avatar,580,La Mass Le Vrai,la-mass-le-vrai,la-mass-le-vrai,/tools/afrostream/creator/la-mass-le-vrai/,/assets/img/afrostream/creators/,la-mass-le-vrai-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for La Mass Le Vrai from DZ. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, rap, algerian, underground, hiphop. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1500000."
282,afrostream-avatar,580,Nahom Records,nahom-records,nahom-records,/tools/afrostream/creator/nahom-records/,/assets/img/afrostream/creators/,nahom-records-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Nahom Records from ET. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, ethiopian, production, gospel, contemporary. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1500000."
283,afrostream-avatar,580,Sarkodie,sarkodie,sarkodie,/tools/afrostream/creator/sarkodie/,/assets/img/afrostream/creators/,sarkodie-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Sarkodie from GH. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, hiphop, hiplife, ghanaian, rap. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1500000."
284,afrostream-avatar,580,Tik Dengue,tik-dengue,tik-dengue,/tools/afrostream/creator/tik-dengue/,/assets/img/afrostream/creators/,tik-dengue-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Tik Dengue from CM. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: comedy, skits, cameroonian, humor. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1500000."
285,afrostream-avatar,579,Israel Mbonyi,israel-mbonyi,israel-mbonyi,/tools/afrostream/creator/israel-mbonyi/,/assets/img/afrostream/creators/,israel-mbonyi-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Israel Mbonyi from RW. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: gospel, music, rwandan, worship, faith. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1440000."
286,afrostream-avatar,578,Jessica OS,jessica-os,jessica-os,/tools/afrostream/creator/jessica-os/,/assets/img/afrostream/creators/,jessica-os-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Jessica OS from GH. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: relationships, self-improvement, ghanaian, lifestyle. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1400000."
287,afrostream-avatar,578,Sweet Adjeley,sweet-adjeley,sweet-adjeley,/tools/afrostream/creator/sweet-adjeley/,/assets/img/afrostream/creators/,sweet-adjeley-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Sweet Adjeley from GH. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: food, cooking, ghanaian, recipes, jollof. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1390000."
288,afrostream-avatar,576,Seifu on EBS,seifu-on-ebs,seifu-on-ebs,/tools/afrostream/creator/seifu-on-ebs/,/assets/img/afrostream/creators/,seifu-on-ebs-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Seifu on EBS from ET. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: entertainment, talkshow, ethiopian, interviews. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1300000."
289,afrostream-avatar,576,Stonebwoy,stonebwoy,stonebwoy,/tools/afrostream/creator/stonebwoy/,/assets/img/afrostream/creators/,stonebwoy-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Stonebwoy from GH. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, dancehall, reggae, ghanaian, bet-award. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1300000."
290,afrostream-avatar,576,Ambassadors of Christ,ambassadors-of-christ,ambassadors-of-christ,/tools/afrostream/creator/ambassadors-of-christ/,/assets/img/afrostream/creators/,ambassadors-of-christ-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Ambassadors of Christ from RW. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: gospel, choir, rwandan, worship, sda. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1280000."
291,afrostream-avatar,576,Pastor Elvis Agyemang,pastor-elvis-agyemang,pastor-elvis-agyemang,/tools/afrostream/creator/pastor-elvis-agyemang/,/assets/img/afrostream/creators/,pastor-elvis-agyemang-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Pastor Elvis Agyemang from GH. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: faith, prayer, sermons, ghanaian, gospel. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1280000."
292,afrostream-avatar,574,Black Sherif,black-sherif,black-sherif,/tools/afrostream/creator/black-sherif/,/assets/img/afrostream/creators/,black-sherif-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Black Sherif from GH. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, rap, ghanaian, afrobeats, drill. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1200000."
293,afrostream-avatar,574,Donkey Tube,donkey-tube,donkey-tube,/tools/afrostream/creator/donkey-tube/,/assets/img/afrostream/creators/,donkey-tube-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Donkey Tube from ET. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: comedy, kids, ethiopian, entertainment, standup. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1200000."
294,afrostream-avatar,574,Kerozen DJ,kerozen-dj,kerozen-dj,/tools/afrostream/creator/kerozen-dj/,/assets/img/afrostream/creators/,kerozen-dj-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Kerozen DJ from CI. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, ivorian, gospel, coupé-décalé, emotional. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1200000."
295,afrostream-avatar,574,Koffi Olomide,koffi-olomide,koffi-olomide,/tools/afrostream/creator/koffi-olomide/,/assets/img/afrostream/creators/,koffi-olomide-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Koffi Olomide from CD. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, soukous, rumba, congolese, legend. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1200000."
296,afrostream-avatar,574,Lasizwe,lasizwe,lasizwe,/tools/afrostream/creator/lasizwe/,/assets/img/afrostream/creators/,lasizwe-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Lasizwe from ZA. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: comedy, dating, south-african, lgbtq, entertainment. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1200000."
297,afrostream-avatar,573,Teddy Afro,teddy-afro,teddy-afro,/tools/afrostream/creator/teddy-afro/,/assets/img/afrostream/creators/,teddy-afro-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Teddy Afro from ET. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, ethiopian, patriotic, legend, singer. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1150000."
298,afrostream-avatar,572,Mahfousse,mahfousse,mahfousse,/tools/afrostream/creator/mahfousse/,/assets/img/afrostream/creators/,mahfousse-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Mahfousse from SN. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: comedy, skits, senegalese, humor. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1090000."
299,afrostream-avatar,571,Xalaat TV,xalaat-tv,xalaat-tv,/tools/afrostream/creator/xalaat-tv/,/assets/img/afrostream/creators/,xalaat-tv-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Xalaat TV from SN. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: entertainment, news, senegalese, trending. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1050000."
300,afrostream-avatar,570,Youssou N'Dour,youssou-ndour,youssou-ndour,/tools/afrostream/creator/youssou-ndour/,/assets/img/afrostream/creators/,youssou-ndour-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Youssou N'Dour from SN. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, mbalax, senegalese, grammy, legend. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1010000."
301,afrostream-avatar,570,Amine Nkaity,amine-nkaity,amine-nkaity,/tools/afrostream/creator/amine-nkaity/,/assets/img/afrostream/creators/,amine-nkaity-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Amine Nkaity from MA. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: entertainment, mystery, moroccan, storytelling, horror. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1000000."
302,afrostream-avatar,570,C'est Gaby,cest-gaby,cest-gaby,/tools/afrostream/creator/cest-gaby/,/assets/img/afrostream/creators/,cest-gaby-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for C'est Gaby from CM. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: comedy, cameroonian, tiktok, humor, social. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1000000."
303,afrostream-avatar,570,Hussein and Zeinab,hussein-and-zeinab,hussein-and-zeinab,/tools/afrostream/creator/hussein-and-zeinab/,/assets/img/afrostream/creators/,hussein-and-zeinab-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Hussein and Zeinab from SN. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: kids, music, senegalese, entertainment, family. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1000000."
304,afrostream-avatar,570,7liwa,lhiwa,lhiwa,/tools/afrostream/creator/lhiwa/,/assets/img/afrostream/creators/,lhiwa-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for 7liwa from MA. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, rap, moroccan, hiphop. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1000000."
305,afrostream-avatar,570,Manal,manal,manal,/tools/afrostream/creator/manal/,/assets/img/afrostream/creators/,manal-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Manal from MA. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, pop, moroccan, urban, singer. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1000000."
306,afrostream-avatar,570,Mthandeni Mahlaba,mthandeni-mahlaba,mthandeni-mahlaba,/tools/afrostream/creator/mthandeni-mahlaba/,/assets/img/afrostream/creators/,mthandeni-mahlaba-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Mthandeni Mahlaba from ZA. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: comedy, animation, south-african, actor. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1000000."
307,afrostream-avatar,570,Serge Beynaud,serge-beynaud,serge-beynaud,/tools/afrostream/creator/serge-beynaud/,/assets/img/afrostream/creators/,serge-beynaud-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Serge Beynaud from CI. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, coupe-decale, zouglou, ivorian. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=1000000."
308,afrostream-avatar,568,Lil Win,lil-win,lil-win,/tools/afrostream/creator/lil-win/,/assets/img/afrostream/creators/,lil-win-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Lil Win from GH. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: comedy, music, ghanaian, kumawood, entertainment. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=900000."
309,afrostream-avatar,568,WaJesus Family,wajesus-family,wajesus-family,/tools/afrostream/creator/wajesus-family/,/assets/img/afrostream/creators/,wajesus-family-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for WaJesus Family from KE. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: family, faith, lifestyle, kenyan, vlogging. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=900000."
310,afrostream-avatar,567,Lutte TV,lutte-tv,lutte-tv,/tools/afrostream/creator/lutte-tv/,/assets/img/afrostream/creators/,lutte-tv-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Lutte TV from SN. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: sports, wrestling, laamb, senegalese, culture. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=870000."
311,afrostream-avatar,566,Anas Officiel,anas-officiel,anas-officiel,/tools/afrostream/creator/anas-officiel/,/assets/img/afrostream/creators/,anas-officiel-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Anas Officiel from DZ. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, afropop, algerian, rap, maghreb. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=800000."
312,afrostream-avatar,566,Arada Movies,arada-movies,arada-movies,/tools/afrostream/creator/arada-movies/,/assets/img/afrostream/creators/,arada-movies-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Arada Movies from ET. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: entertainment, movies, ethiopian, comedy, drama. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=800000."
313,afrostream-avatar,566,Ariel Sheney,ariel-sheney,ariel-sheney,/tools/afrostream/creator/ariel-sheney/,/assets/img/afrostream/creators/,ariel-sheney-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Ariel Sheney from CI. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, coupé-décalé, ivorian, dj-arafat-legacy. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=800000."
314,afrostream-avatar,566,Christina Shusho,christina-shusho,christina-shusho,/tools/afrostream/creator/christina-shusho/,/assets/img/afrostream/creators/,christina-shusho-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Christina Shusho from TZ. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: gospel, music, tanzanian, worship, faith. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=800000."
315,afrostream-avatar,566,DJ Arafat,dj-arafat-legacy,dj-arafat-legacy,/tools/afrostream/creator/dj-arafat-legacy/,/assets/img/afrostream/creators/,dj-arafat-legacy-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for DJ Arafat from CI. Use broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, coupe-decale, ivorian, dance, legend. Centered head-and-shoulders portrait, circular-crop safe, warm studio lighting, expressive but original, no logos, no text, no album art, no stage-photo composition.","AfroStream profile avatar. Aim for recognizable vibe/persona while staying original; if image guardrails reject the name, retry using only the country/category/tags cues. Subscribers=800000."
