slug,recipe,country,category,role,label,filename,route_path,prompt
latchiri-kossan-gn,Latchiri Kossan,Guinea,breakfast,table,Table context,latchiri-kossan-gn-5.webp,/tools/afrokitchen/recipes/latchiri-kossan-gn/,"Finished Latchiri Kossan, breakfast from Guinea, dish on table with realistic accompaniments and serving utensils."
sauce-feuille-gn,Sauce Feuille,Guinea,sauce,hero,Finished dish hero,sauce-feuille-gn.webp,/tools/afrokitchen/recipes/sauce-feuille-gn/,"Finished Sauce Feuille, sauce from Guinea, plated finished dish in warm natural light, inspectable texture, no text, no logos."
sauce-feuille-gn,Sauce Feuille,Guinea,sauce,serving,Serving detail,sauce-feuille-gn-2.webp,/tools/afrokitchen/recipes/sauce-feuille-gn/,"Finished Sauce Feuille, sauce from Guinea, closer serving angle showing texture, garnish, side dish, and sauce."
sauce-feuille-gn,Sauce Feuille,Guinea,sauce,ingredients,Ingredient setup,sauce-feuille-gn-3.webp,/tools/afrokitchen/recipes/sauce-feuille-gn/,"Finished Sauce Feuille, sauce from Guinea, key ingredients arranged naturally before cooking, bright kitchen light."
sauce-feuille-gn,Sauce Feuille,Guinea,sauce,process,Cooking process,sauce-feuille-gn-4.webp,/tools/afrokitchen/recipes/sauce-feuille-gn/,"Finished Sauce Feuille, sauce from Guinea, mid-cooking pot or pan moment that explains the method."
sauce-feuille-gn,Sauce Feuille,Guinea,sauce,table,Table context,sauce-feuille-gn-5.webp,/tools/afrokitchen/recipes/sauce-feuille-gn/,"Finished Sauce Feuille, sauce from Guinea, dish on table with realistic accompaniments and serving utensils."
cafriela-gw,Cafriela,Guinea-Bissau,grill,hero,Finished dish hero,cafriela-gw.webp,/tools/afrokitchen/recipes/cafriela-gw/,"Finished Cafriela, grill from Guinea-Bissau, plated finished dish in warm natural light, inspectable texture, no text, no logos."
cafriela-gw,Cafriela,Guinea-Bissau,grill,serving,Serving detail,cafriela-gw-2.webp,/tools/afrokitchen/recipes/cafriela-gw/,"Finished Cafriela, grill from Guinea-Bissau, closer serving angle showing texture, garnish, side dish, and sauce."
cafriela-gw,Cafriela,Guinea-Bissau,grill,ingredients,Ingredient setup,cafriela-gw-3.webp,/tools/afrokitchen/recipes/cafriela-gw/,"Finished Cafriela, grill from Guinea-Bissau, key ingredients arranged naturally before cooking, bright kitchen light."
cafriela-gw,Cafriela,Guinea-Bissau,grill,process,Cooking process,cafriela-gw-4.webp,/tools/afrokitchen/recipes/cafriela-gw/,"Finished Cafriela, grill from Guinea-Bissau, mid-cooking pot or pan moment that explains the method."
cafriela-gw,Cafriela,Guinea-Bissau,grill,table,Table context,cafriela-gw-5.webp,/tools/afrokitchen/recipes/cafriela-gw/,"Finished Cafriela, grill from Guinea-Bissau, dish on table with realistic accompaniments and serving utensils."
caldo-chabeu-gw,Caldo de Chabeu,Guinea-Bissau,stew,hero,Finished dish hero,caldo-chabeu-gw.webp,/tools/afrokitchen/recipes/caldo-chabeu-gw/,"Finished Caldo de Chabeu, stew from Guinea-Bissau, plated finished dish in warm natural light, inspectable texture, no text, no logos."
caldo-chabeu-gw,Caldo de Chabeu,Guinea-Bissau,stew,serving,Serving detail,caldo-chabeu-gw-2.webp,/tools/afrokitchen/recipes/caldo-chabeu-gw/,"Finished Caldo de Chabeu, stew from Guinea-Bissau, closer serving angle showing texture, garnish, side dish, and sauce."
caldo-chabeu-gw,Caldo de Chabeu,Guinea-Bissau,stew,ingredients,Ingredient setup,caldo-chabeu-gw-3.webp,/tools/afrokitchen/recipes/caldo-chabeu-gw/,"Finished Caldo de Chabeu, stew from Guinea-Bissau, key ingredients arranged naturally before cooking, bright kitchen light."
caldo-chabeu-gw,Caldo de Chabeu,Guinea-Bissau,stew,process,Cooking process,caldo-chabeu-gw-4.webp,/tools/afrokitchen/recipes/caldo-chabeu-gw/,"Finished Caldo de Chabeu, stew from Guinea-Bissau, mid-cooking pot or pan moment that explains the method."
caldo-chabeu-gw,Caldo de Chabeu,Guinea-Bissau,stew,table,Table context,caldo-chabeu-gw-5.webp,/tools/afrokitchen/recipes/caldo-chabeu-gw/,"Finished Caldo de Chabeu, stew from Guinea-Bissau, dish on table with realistic accompaniments and serving utensils."
chabeu-gw,Caldo de Chabeu,Guinea-Bissau,main,hero,Finished dish hero,chabeu-gw.webp,/tools/afrokitchen/recipes/chabeu-gw/,"Finished Caldo de Chabeu, main from Guinea-Bissau, plated finished dish in warm natural light, inspectable texture, no text, no logos."
chabeu-gw,Caldo de Chabeu,Guinea-Bissau,main,serving,Serving detail,chabeu-gw-2.webp,/tools/afrokitchen/recipes/chabeu-gw/,"Finished Caldo de Chabeu, main from Guinea-Bissau, closer serving angle showing texture, garnish, side dish, and sauce."
chabeu-gw,Caldo de Chabeu,Guinea-Bissau,main,ingredients,Ingredient setup,chabeu-gw-3.webp,/tools/afrokitchen/recipes/chabeu-gw/,"Finished Caldo de Chabeu, main from Guinea-Bissau, key ingredients arranged naturally before cooking, bright kitchen light."
chabeu-gw,Caldo de Chabeu,Guinea-Bissau,main,process,Cooking process,chabeu-gw-4.webp,/tools/afrokitchen/recipes/chabeu-gw/,"Finished Caldo de Chabeu, main from Guinea-Bissau, mid-cooking pot or pan moment that explains the method."
chabeu-gw,Caldo de Chabeu,Guinea-Bissau,main,table,Table context,chabeu-gw-5.webp,/tools/afrokitchen/recipes/chabeu-gw/,"Finished Caldo de Chabeu, main from Guinea-Bissau, dish on table with realistic accompaniments and serving utensils."
caldo-mancarra-gw,Caldo de Mancarra,Guinea-Bissau,stew,hero,Finished dish hero,caldo-mancarra-gw.webp,/tools/afrokitchen/recipes/caldo-mancarra-gw/,"Finished Caldo de Mancarra, stew from Guinea-Bissau, plated finished dish in warm natural light, inspectable texture, no text, no logos."
caldo-mancarra-gw,Caldo de Mancarra,Guinea-Bissau,stew,serving,Serving detail,caldo-mancarra-gw-2.webp,/tools/afrokitchen/recipes/caldo-mancarra-gw/,"Finished Caldo de Mancarra, stew from Guinea-Bissau, closer serving angle showing texture, garnish, side dish, and sauce."
caldo-mancarra-gw,Caldo de Mancarra,Guinea-Bissau,stew,ingredients,Ingredient setup,caldo-mancarra-gw-3.webp,/tools/afrokitchen/recipes/caldo-mancarra-gw/,"Finished Caldo de Mancarra, stew from Guinea-Bissau, key ingredients arranged naturally before cooking, bright kitchen light."
caldo-mancarra-gw,Caldo de Mancarra,Guinea-Bissau,stew,process,Cooking process,caldo-mancarra-gw-4.webp,/tools/afrokitchen/recipes/caldo-mancarra-gw/,"Finished Caldo de Mancarra, stew from Guinea-Bissau, mid-cooking pot or pan moment that explains the method."
caldo-mancarra-gw,Caldo de Mancarra,Guinea-Bissau,stew,table,Table context,caldo-mancarra-gw-5.webp,/tools/afrokitchen/recipes/caldo-mancarra-gw/,"Finished Caldo de Mancarra, stew from Guinea-Bissau, dish on table with realistic accompaniments and serving utensils."
arroz-de-caju-gw,Cashew Rice,Guinea-Bissau,side,hero,Finished dish hero,arroz-de-caju-gw.webp,/tools/afrokitchen/recipes/arroz-de-caju-gw/,"Finished Cashew Rice, side from Guinea-Bissau, plated finished dish in warm natural light, inspectable texture, no text, no logos."
arroz-de-caju-gw,Cashew Rice,Guinea-Bissau,side,serving,Serving detail,arroz-de-caju-gw-2.webp,/tools/afrokitchen/recipes/arroz-de-caju-gw/,"Finished Cashew Rice, side from Guinea-Bissau, closer serving angle showing texture, garnish, side dish, and sauce."
arroz-de-caju-gw,Cashew Rice,Guinea-Bissau,side,ingredients,Ingredient setup,arroz-de-caju-gw-3.webp,/tools/afrokitchen/recipes/arroz-de-caju-gw/,"Finished Cashew Rice, side from Guinea-Bissau, key ingredients arranged naturally before cooking, bright kitchen light."
arroz-de-caju-gw,Cashew Rice,Guinea-Bissau,side,process,Cooking process,arroz-de-caju-gw-4.webp,/tools/afrokitchen/recipes/arroz-de-caju-gw/,"Finished Cashew Rice, side from Guinea-Bissau, mid-cooking pot or pan moment that explains the method."
arroz-de-caju-gw,Cashew Rice,Guinea-Bissau,side,table,Table context,arroz-de-caju-gw-5.webp,/tools/afrokitchen/recipes/arroz-de-caju-gw/,"Finished Cashew Rice, side from Guinea-Bissau, dish on table with realistic accompaniments and serving utensils."
vinho-caju-gw,Vinho de Caju,Guinea-Bissau,beverage,hero,Finished dish hero,vinho-caju-gw.webp,/tools/afrokitchen/recipes/vinho-caju-gw/,"Finished Vinho de Caju, beverage from Guinea-Bissau, plated finished dish in warm natural light, inspectable texture, no text, no logos."
vinho-caju-gw,Vinho de Caju,Guinea-Bissau,beverage,serving,Serving detail,vinho-caju-gw-2.webp,/tools/afrokitchen/recipes/vinho-caju-gw/,"Finished Vinho de Caju, beverage from Guinea-Bissau, closer serving angle showing texture, garnish, side dish, and sauce."
vinho-caju-gw,Vinho de Caju,Guinea-Bissau,beverage,ingredients,Ingredient setup,vinho-caju-gw-3.webp,/tools/afrokitchen/recipes/vinho-caju-gw/,"Finished Vinho de Caju, beverage from Guinea-Bissau, key ingredients arranged naturally before cooking, bright kitchen light."
vinho-caju-gw,Vinho de Caju,Guinea-Bissau,beverage,process,Cooking process,vinho-caju-gw-4.webp,/tools/afrokitchen/recipes/vinho-caju-gw/,"Finished Vinho de Caju, beverage from Guinea-Bissau, mid-cooking pot or pan moment that explains the method."
vinho-caju-gw,Vinho de Caju,Guinea-Bissau,beverage,table,Table context,vinho-caju-gw-5.webp,/tools/afrokitchen/recipes/vinho-caju-gw/,"Finished Vinho de Caju, beverage from Guinea-Bissau, dish on table with realistic accompaniments and serving utensils."
alloco-ci,Alloco,Ivory Coast,snack,hero,Finished dish hero,alloco-ci.webp,/tools/afrokitchen/recipes/alloco-ci/,"Finished Alloco, snack from Ivory Coast, plated finished dish in warm natural light, inspectable texture, no text, no logos."
alloco-ci,Alloco,Ivory Coast,snack,serving,Serving detail,alloco-ci-2.webp,/tools/afrokitchen/recipes/alloco-ci/,"Finished Alloco, snack from Ivory Coast, closer serving angle showing texture, garnish, side dish, and sauce."
alloco-ci,Alloco,Ivory Coast,snack,ingredients,Ingredient setup,alloco-ci-3.webp,/tools/afrokitchen/recipes/alloco-ci/,"Finished Alloco, snack from Ivory Coast, key ingredients arranged naturally before cooking, bright kitchen light."
alloco-ci,Alloco,Ivory Coast,snack,process,Cooking process,alloco-ci-4.webp,/tools/afrokitchen/recipes/alloco-ci/,"Finished Alloco, snack from Ivory Coast, mid-cooking pot or pan moment that explains the method."
alloco-ci,Alloco,Ivory Coast,snack,table,Table context,alloco-ci-5.webp,/tools/afrokitchen/recipes/alloco-ci/,"Finished Alloco, snack from Ivory Coast, dish on table with realistic accompaniments and serving utensils."
foutou-sauce-graine-ci,Foutou Sauce Graine,Ivory Coast,soup,hero,Finished dish hero,foutou-sauce-graine-ci.webp,/tools/afrokitchen/recipes/foutou-sauce-graine-ci/,"Finished Foutou Sauce Graine, soup from Ivory Coast, plated finished dish in warm natural light, inspectable texture, no text, no logos."
foutou-sauce-graine-ci,Foutou Sauce Graine,Ivory Coast,soup,serving,Serving detail,foutou-sauce-graine-ci-2.webp,/tools/afrokitchen/recipes/foutou-sauce-graine-ci/,"Finished Foutou Sauce Graine, soup from Ivory Coast, closer serving angle showing texture, garnish, side dish, and sauce."
foutou-sauce-graine-ci,Foutou Sauce Graine,Ivory Coast,soup,ingredients,Ingredient setup,foutou-sauce-graine-ci-3.webp,/tools/afrokitchen/recipes/foutou-sauce-graine-ci/,"Finished Foutou Sauce Graine, soup from Ivory Coast, key ingredients arranged naturally before cooking, bright kitchen light."
foutou-sauce-graine-ci,Foutou Sauce Graine,Ivory Coast,soup,process,Cooking process,foutou-sauce-graine-ci-4.webp,/tools/afrokitchen/recipes/foutou-sauce-graine-ci/,"Finished Foutou Sauce Graine, soup from Ivory Coast, mid-cooking pot or pan moment that explains the method."
foutou-sauce-graine-ci,Foutou Sauce Graine,Ivory Coast,soup,table,Table context,foutou-sauce-graine-ci-5.webp,/tools/afrokitchen/recipes/foutou-sauce-graine-ci/,"Finished Foutou Sauce Graine, soup from Ivory Coast, dish on table with realistic accompaniments and serving utensils."
garba-ci,Garba,Ivory Coast,street food,hero,Finished dish hero,garba-ci.webp,/tools/afrokitchen/recipes/garba-ci/,"Finished Garba, street food from Ivory Coast, plated finished dish in warm natural light, inspectable texture, no text, no logos."
garba-ci,Garba,Ivory Coast,street food,serving,Serving detail,garba-ci-2.webp,/tools/afrokitchen/recipes/garba-ci/,"Finished Garba, street food from Ivory Coast, closer serving angle showing texture, garnish, side dish, and sauce."
garba-ci,Garba,Ivory Coast,street food,ingredients,Ingredient setup,garba-ci-3.webp,/tools/afrokitchen/recipes/garba-ci/,"Finished Garba, street food from Ivory Coast, key ingredients arranged naturally before cooking, bright kitchen light."
garba-ci,Garba,Ivory Coast,street food,process,Cooking process,garba-ci-4.webp,/tools/afrokitchen/recipes/garba-ci/,"Finished Garba, street food from Ivory Coast, mid-cooking pot or pan moment that explains the method."
garba-ci,Garba,Ivory Coast,street food,table,Table context,garba-ci-5.webp,/tools/afrokitchen/recipes/garba-ci/,"Finished Garba, street food from Ivory Coast, dish on table with realistic accompaniments and serving utensils."
placali-sauce-kope-ci,Placali Sauce Kope,Ivory Coast,soup,hero,Finished dish hero,placali-sauce-kope-ci.webp,/tools/afrokitchen/recipes/placali-sauce-kope-ci/,"Finished Placali Sauce Kope, soup from Ivory Coast, plated finished dish in warm natural light, inspectable texture, no text, no logos."
placali-sauce-kope-ci,Placali Sauce Kope,Ivory Coast,soup,serving,Serving detail,placali-sauce-kope-ci-2.webp,/tools/afrokitchen/recipes/placali-sauce-kope-ci/,"Finished Placali Sauce Kope, soup from Ivory Coast, closer serving angle showing texture, garnish, side dish, and sauce."
placali-sauce-kope-ci,Placali Sauce Kope,Ivory Coast,soup,ingredients,Ingredient setup,placali-sauce-kope-ci-3.webp,/tools/afrokitchen/recipes/placali-sauce-kope-ci/,"Finished Placali Sauce Kope, soup from Ivory Coast, key ingredients arranged naturally before cooking, bright kitchen light."
placali-sauce-kope-ci,Placali Sauce Kope,Ivory Coast,soup,process,Cooking process,placali-sauce-kope-ci-4.webp,/tools/afrokitchen/recipes/placali-sauce-kope-ci/,"Finished Placali Sauce Kope, soup from Ivory Coast, mid-cooking pot or pan moment that explains the method."
placali-sauce-kope-ci,Placali Sauce Kope,Ivory Coast,soup,table,Table context,placali-sauce-kope-ci-5.webp,/tools/afrokitchen/recipes/placali-sauce-kope-ci/,"Finished Placali Sauce Kope, soup from Ivory Coast, dish on table with realistic accompaniments and serving utensils."
githeri-ke,Githeri,Kenya,main,hero,Finished dish hero,githeri-ke.webp,/tools/afrokitchen/recipes/githeri-ke/,"Finished Githeri, main from Kenya, plated finished dish in warm natural light, inspectable texture, no text, no logos."
githeri-ke,Githeri,Kenya,main,serving,Serving detail,githeri-ke-2.webp,/tools/afrokitchen/recipes/githeri-ke/,"Finished Githeri, main from Kenya, closer serving angle showing texture, garnish, side dish, and sauce."
githeri-ke,Githeri,Kenya,main,ingredients,Ingredient setup,githeri-ke-3.webp,/tools/afrokitchen/recipes/githeri-ke/,"Finished Githeri, main from Kenya, key ingredients arranged naturally before cooking, bright kitchen light."
githeri-ke,Githeri,Kenya,main,process,Cooking process,githeri-ke-4.webp,/tools/afrokitchen/recipes/githeri-ke/,"Finished Githeri, main from Kenya, mid-cooking pot or pan moment that explains the method."
githeri-ke,Githeri,Kenya,main,table,Table context,githeri-ke-5.webp,/tools/afrokitchen/recipes/githeri-ke/,"Finished Githeri, main from Kenya, dish on table with realistic accompaniments and serving utensils."
kenyan-pilau,Kenyan Pilau,Kenya,main,hero,Finished dish hero,kenyan-pilau.webp,/tools/afrokitchen/recipes/kenyan-pilau/,"Finished Kenyan Pilau, main from Kenya, plated finished dish in warm natural light, inspectable texture, no text, no logos."
kenyan-pilau,Kenyan Pilau,Kenya,main,serving,Serving detail,kenyan-pilau-2.webp,/tools/afrokitchen/recipes/kenyan-pilau/,"Finished Kenyan Pilau, main from Kenya, closer serving angle showing texture, garnish, side dish, and sauce."
kenyan-pilau,Kenyan Pilau,Kenya,main,ingredients,Ingredient setup,kenyan-pilau-3.webp,/tools/afrokitchen/recipes/kenyan-pilau/,"Finished Kenyan Pilau, main from Kenya, key ingredients arranged naturally before cooking, bright kitchen light."
kenyan-pilau,Kenyan Pilau,Kenya,main,process,Cooking process,kenyan-pilau-4.webp,/tools/afrokitchen/recipes/kenyan-pilau/,"Finished Kenyan Pilau, main from Kenya, mid-cooking pot or pan moment that explains the method."
kenyan-pilau,Kenyan Pilau,Kenya,main,table,Table context,kenyan-pilau-5.webp,/tools/afrokitchen/recipes/kenyan-pilau/,"Finished Kenyan Pilau, main from Kenya, dish on table with realistic accompaniments and serving utensils."
mukimo-ke,Mukimo,Kenya,side,hero,Finished dish hero,mukimo-ke.webp,/tools/afrokitchen/recipes/mukimo-ke/,"Finished Mukimo, side from Kenya, plated finished dish in warm natural light, inspectable texture, no text, no logos."
mukimo-ke,Mukimo,Kenya,side,serving,Serving detail,mukimo-ke-2.webp,/tools/afrokitchen/recipes/mukimo-ke/,"Finished Mukimo, side from Kenya, closer serving angle showing texture, garnish, side dish, and sauce."
mukimo-ke,Mukimo,Kenya,side,ingredients,Ingredient setup,mukimo-ke-3.webp,/tools/afrokitchen/recipes/mukimo-ke/,"Finished Mukimo, side from Kenya, key ingredients arranged naturally before cooking, bright kitchen light."
mukimo-ke,Mukimo,Kenya,side,process,Cooking process,mukimo-ke-4.webp,/tools/afrokitchen/recipes/mukimo-ke/,"Finished Mukimo, side from Kenya, mid-cooking pot or pan moment that explains the method."
mukimo-ke,Mukimo,Kenya,side,table,Table context,mukimo-ke-5.webp,/tools/afrokitchen/recipes/mukimo-ke/,"Finished Mukimo, side from Kenya, dish on table with realistic accompaniments and serving utensils."
nyama-choma,Nyama Choma,Kenya,main,hero,Finished dish hero,nyama-choma.webp,/tools/afrokitchen/recipes/nyama-choma/,"Finished Nyama Choma, main from Kenya, plated finished dish in warm natural light, inspectable texture, no text, no logos."
nyama-choma,Nyama Choma,Kenya,main,serving,Serving detail,nyama-choma-2.webp,/tools/afrokitchen/recipes/nyama-choma/,"Finished Nyama Choma, main from Kenya, closer serving angle showing texture, garnish, side dish, and sauce."
nyama-choma,Nyama Choma,Kenya,main,ingredients,Ingredient setup,nyama-choma-3.webp,/tools/afrokitchen/recipes/nyama-choma/,"Finished Nyama Choma, main from Kenya, key ingredients arranged naturally before cooking, bright kitchen light."
nyama-choma,Nyama Choma,Kenya,main,process,Cooking process,nyama-choma-4.webp,/tools/afrokitchen/recipes/nyama-choma/,"Finished Nyama Choma, main from Kenya, mid-cooking pot or pan moment that explains the method."
nyama-choma,Nyama Choma,Kenya,main,table,Table context,nyama-choma-5.webp,/tools/afrokitchen/recipes/nyama-choma/,"Finished Nyama Choma, main from Kenya, dish on table with realistic accompaniments and serving utensils."
likhobe-ls,Likhobe,Lesotho,main,hero,Finished dish hero,likhobe-ls.webp,/tools/afrokitchen/recipes/likhobe-ls/,"Finished Likhobe, main from Lesotho, plated finished dish in warm natural light, inspectable texture, no text, no logos."
likhobe-ls,Likhobe,Lesotho,main,serving,Serving detail,likhobe-ls-2.webp,/tools/afrokitchen/recipes/likhobe-ls/,"Finished Likhobe, main from Lesotho, closer serving angle showing texture, garnish, side dish, and sauce."
likhobe-ls,Likhobe,Lesotho,main,ingredients,Ingredient setup,likhobe-ls-3.webp,/tools/afrokitchen/recipes/likhobe-ls/,"Finished Likhobe, main from Lesotho, key ingredients arranged naturally before cooking, bright kitchen light."
likhobe-ls,Likhobe,Lesotho,main,process,Cooking process,likhobe-ls-4.webp,/tools/afrokitchen/recipes/likhobe-ls/,"Finished Likhobe, main from Lesotho, mid-cooking pot or pan moment that explains the method."
likhobe-ls,Likhobe,Lesotho,main,table,Table context,likhobe-ls-5.webp,/tools/afrokitchen/recipes/likhobe-ls/,"Finished Likhobe, main from Lesotho, dish on table with realistic accompaniments and serving utensils."
motoho-ls,Motoho,Lesotho,breakfast,hero,Finished dish hero,motoho-ls.webp,/tools/afrokitchen/recipes/motoho-ls/,"Finished Motoho, breakfast from Lesotho, plated finished dish in warm natural light, inspectable texture, no text, no logos."
motoho-ls,Motoho,Lesotho,breakfast,serving,Serving detail,motoho-ls-2.webp,/tools/afrokitchen/recipes/motoho-ls/,"Finished Motoho, breakfast from Lesotho, closer serving angle showing texture, garnish, side dish, and sauce."
motoho-ls,Motoho,Lesotho,breakfast,ingredients,Ingredient setup,motoho-ls-3.webp,/tools/afrokitchen/recipes/motoho-ls/,"Finished Motoho, breakfast from Lesotho, key ingredients arranged naturally before cooking, bright kitchen light."
motoho-ls,Motoho,Lesotho,breakfast,process,Cooking process,motoho-ls-4.webp,/tools/afrokitchen/recipes/motoho-ls/,"Finished Motoho, breakfast from Lesotho, mid-cooking pot or pan moment that explains the method."
motoho-ls,Motoho,Lesotho,breakfast,table,Table context,motoho-ls-5.webp,/tools/afrokitchen/recipes/motoho-ls/,"Finished Motoho, breakfast from Lesotho, dish on table with realistic accompaniments and serving utensils."
nyekoe-ls,Nyekoe,Lesotho,stew,hero,Finished dish hero,nyekoe-ls.webp,/tools/afrokitchen/recipes/nyekoe-ls/,"Finished Nyekoe, stew from Lesotho, plated finished dish in warm natural light, inspectable texture, no text, no logos."
nyekoe-ls,Nyekoe,Lesotho,stew,serving,Serving detail,nyekoe-ls-2.webp,/tools/afrokitchen/recipes/nyekoe-ls/,"Finished Nyekoe, stew from Lesotho, closer serving angle showing texture, garnish, side dish, and sauce."
nyekoe-ls,Nyekoe,Lesotho,stew,ingredients,Ingredient setup,nyekoe-ls-3.webp,/tools/afrokitchen/recipes/nyekoe-ls/,"Finished Nyekoe, stew from Lesotho, key ingredients arranged naturally before cooking, bright kitchen light."
nyekoe-ls,Nyekoe,Lesotho,stew,process,Cooking process,nyekoe-ls-4.webp,/tools/afrokitchen/recipes/nyekoe-ls/,"Finished Nyekoe, stew from Lesotho, mid-cooking pot or pan moment that explains the method."
nyekoe-ls,Nyekoe,Lesotho,stew,table,Table context,nyekoe-ls-5.webp,/tools/afrokitchen/recipes/nyekoe-ls/,"Finished Nyekoe, stew from Lesotho, dish on table with realistic accompaniments and serving utensils."
dumboy-lr,Dumboy,Liberia,side,hero,Finished dish hero,dumboy-lr.webp,/tools/afrokitchen/recipes/dumboy-lr/,"Finished Dumboy, side from Liberia, plated finished dish in warm natural light, inspectable texture, no text, no logos."
dumboy-lr,Dumboy,Liberia,side,serving,Serving detail,dumboy-lr-2.webp,/tools/afrokitchen/recipes/dumboy-lr/,"Finished Dumboy, side from Liberia, closer serving angle showing texture, garnish, side dish, and sauce."
dumboy-lr,Dumboy,Liberia,side,ingredients,Ingredient setup,dumboy-lr-3.webp,/tools/afrokitchen/recipes/dumboy-lr/,"Finished Dumboy, side from Liberia, key ingredients arranged naturally before cooking, bright kitchen light."
dumboy-lr,Dumboy,Liberia,side,process,Cooking process,dumboy-lr-4.webp,/tools/afrokitchen/recipes/dumboy-lr/,"Finished Dumboy, side from Liberia, mid-cooking pot or pan moment that explains the method."
dumboy-lr,Dumboy,Liberia,side,table,Table context,dumboy-lr-5.webp,/tools/afrokitchen/recipes/dumboy-lr/,"Finished Dumboy, side from Liberia, dish on table with realistic accompaniments and serving utensils."
gb-soup-lr,GB Soup,Liberia,soup,hero,Finished dish hero,gb-soup-lr.webp,/tools/afrokitchen/recipes/gb-soup-lr/,"Finished GB Soup, soup from Liberia, plated finished dish in warm natural light, inspectable texture, no text, no logos."
gb-soup-lr,GB Soup,Liberia,soup,serving,Serving detail,gb-soup-lr-2.webp,/tools/afrokitchen/recipes/gb-soup-lr/,"Finished GB Soup, soup from Liberia, closer serving angle showing texture, garnish, side dish, and sauce."
gb-soup-lr,GB Soup,Liberia,soup,ingredients,Ingredient setup,gb-soup-lr-3.webp,/tools/afrokitchen/recipes/gb-soup-lr/,"Finished GB Soup, soup from Liberia, key ingredients arranged naturally before cooking, bright kitchen light."
gb-soup-lr,GB Soup,Liberia,soup,process,Cooking process,gb-soup-lr-4.webp,/tools/afrokitchen/recipes/gb-soup-lr/,"Finished GB Soup, soup from Liberia, mid-cooking pot or pan moment that explains the method."
gb-soup-lr,GB Soup,Liberia,soup,table,Table context,gb-soup-lr-5.webp,/tools/afrokitchen/recipes/gb-soup-lr/,"Finished GB Soup, soup from Liberia, dish on table with realistic accompaniments and serving utensils."
jollof-rice-lr,Liberian Jollof Rice,Liberia,main,hero,Finished dish hero,jollof-rice-lr.webp,/tools/afrokitchen/recipes/jollof-rice-lr/,"Finished Liberian Jollof Rice, main from Liberia, plated finished dish in warm natural light, inspectable texture, no text, no logos."
jollof-rice-lr,Liberian Jollof Rice,Liberia,main,serving,Serving detail,jollof-rice-lr-2.webp,/tools/afrokitchen/recipes/jollof-rice-lr/,"Finished Liberian Jollof Rice, main from Liberia, closer serving angle showing texture, garnish, side dish, and sauce."
jollof-rice-lr,Liberian Jollof Rice,Liberia,main,ingredients,Ingredient setup,jollof-rice-lr-3.webp,/tools/afrokitchen/recipes/jollof-rice-lr/,"Finished Liberian Jollof Rice, main from Liberia, key ingredients arranged naturally before cooking, bright kitchen light."
jollof-rice-lr,Liberian Jollof Rice,Liberia,main,process,Cooking process,jollof-rice-lr-4.webp,/tools/afrokitchen/recipes/jollof-rice-lr/,"Finished Liberian Jollof Rice, main from Liberia, mid-cooking pot or pan moment that explains the method."
jollof-rice-lr,Liberian Jollof Rice,Liberia,main,table,Table context,jollof-rice-lr-5.webp,/tools/afrokitchen/recipes/jollof-rice-lr/,"Finished Liberian Jollof Rice, main from Liberia, dish on table with realistic accompaniments and serving utensils."
palava-sauce-lr,Liberian Palava Sauce,Liberia,stew,hero,Finished dish hero,palava-sauce-lr.webp,/tools/afrokitchen/recipes/palava-sauce-lr/,"Finished Liberian Palava Sauce, stew from Liberia, plated finished dish in warm natural light, inspectable texture, no text, no logos."
palava-sauce-lr,Liberian Palava Sauce,Liberia,stew,serving,Serving detail,palava-sauce-lr-2.webp,/tools/afrokitchen/recipes/palava-sauce-lr/,"Finished Liberian Palava Sauce, stew from Liberia, closer serving angle showing texture, garnish, side dish, and sauce."
palava-sauce-lr,Liberian Palava Sauce,Liberia,stew,ingredients,Ingredient setup,palava-sauce-lr-3.webp,/tools/afrokitchen/recipes/palava-sauce-lr/,"Finished Liberian Palava Sauce, stew from Liberia, key ingredients arranged naturally before cooking, bright kitchen light."
palava-sauce-lr,Liberian Palava Sauce,Liberia,stew,process,Cooking process,palava-sauce-lr-4.webp,/tools/afrokitchen/recipes/palava-sauce-lr/,"Finished Liberian Palava Sauce, stew from Liberia, mid-cooking pot or pan moment that explains the method."
palava-sauce-lr,Liberian Palava Sauce,Liberia,stew,table,Table context,palava-sauce-lr-5.webp,/tools/afrokitchen/recipes/palava-sauce-lr/,"Finished Liberian Palava Sauce, stew from Liberia, dish on table with realistic accompaniments and serving utensils."
asida-ly,Asida,Libya,dessert,hero,Finished dish hero,asida-ly.webp,/tools/afrokitchen/recipes/asida-ly/,"Finished Asida, dessert from Libya, plated finished dish in warm natural light, inspectable texture, no text, no logos."
asida-ly,Asida,Libya,dessert,serving,Serving detail,asida-ly-2.webp,/tools/afrokitchen/recipes/asida-ly/,"Finished Asida, dessert from Libya, closer serving angle showing texture, garnish, side dish, and sauce."
asida-ly,Asida,Libya,dessert,ingredients,Ingredient setup,asida-ly-3.webp,/tools/afrokitchen/recipes/asida-ly/,"Finished Asida, dessert from Libya, key ingredients arranged naturally before cooking, bright kitchen light."
asida-ly,Asida,Libya,dessert,process,Cooking process,asida-ly-4.webp,/tools/afrokitchen/recipes/asida-ly/,"Finished Asida, dessert from Libya, mid-cooking pot or pan moment that explains the method."
